record,segment,rhythm,time,ecg
04746,04746_Normal,Normal,2.296,0.035
04746,04746_Normal,Normal,2.3,0.03
04746,04746_Normal,Normal,2.304,0.035
04746,04746_Normal,Normal,2.308,0.055
04746,04746_Normal,Normal,2.312,0.055
04746,04746_Normal,Normal,2.316,0.065
04746,04746_Normal,Normal,2.32,0.065
04746,04746_Normal,Normal,2.324,0.075
04746,04746_Normal,Normal,2.328,0.08
04746,04746_Normal,Normal,2.332,0.075
04746,04746_Normal,Normal,2.336,0.085
04746,04746_Normal,Normal,2.34,0.09
04746,04746_Normal,Normal,2.344,0.1
04746,04746_Normal,Normal,2.348,0.1
04746,04746_Normal,Normal,2.352,0.1
04746,04746_Normal,Normal,2.356,0.1
04746,04746_Normal,Normal,2.36,0.085
04746,04746_Normal,Normal,2.364,0.075
04746,04746_Normal,Normal,2.368,0.08
04746,04746_Normal,Normal,2.372,0.105
04746,04746_Normal,Normal,2.376,0.105
04746,04746_Normal,Normal,2.38,0.07
04746,04746_Normal,Normal,2.384,0.06
04746,04746_Normal,Normal,2.388,0.05
04746,04746_Normal,Normal,2.392,0.035
04746,04746_Normal,Normal,2.396,0.025
04746,04746_Normal,Normal,2.4,0.015
04746,04746_Normal,Normal,2.404,0.005
04746,04746_Normal,Normal,2.408,0.0
04746,04746_Normal,Normal,2.412,-0.025
04746,04746_Normal,Normal,2.416,-0.04
04746,04746_Normal,Normal,2.42,-0.03
04746,04746_Normal,Normal,2.424,-0.04
04746,04746_Normal,Normal,2.428,-0.025
04746,04746_Normal,Normal,2.432,-0.085
04746,04746_Normal,Normal,2.436,-0.055
04746,04746_Normal,Normal,2.44,-0.06
04746,04746_Normal,Normal,2.444,-0.07
04746,04746_Normal,Normal,2.448,-0.04
04746,04746_Normal,Normal,2.452,-0.06
04746,04746_Normal,Normal,2.456,-0.075
04746,04746_Normal,Normal,2.46,-0.055
04746,04746_Normal,Normal,2.464,-0.05
04746,04746_Normal,Normal,2.468,-0.07
04746,04746_Normal,Normal,2.472,-0.09
04746,04746_Normal,Normal,2.476,-0.04
04746,04746_Normal,Normal,2.48,-0.07
04746,04746_Normal,Normal,2.484,-0.07
04746,04746_Normal,Normal,2.488,-0.06
04746,04746_Normal,Normal,2.492,-0.075
04746,04746_Normal,Normal,2.496,-0.05
04746,04746_Normal,Normal,2.5,-0.045
04746,04746_Normal,Normal,2.504,-0.035
04746,04746_Normal,Normal,2.508,-0.065
04746,04746_Normal,Normal,2.512,-0.05
04746,04746_Normal,Normal,2.516,-0.075
04746,04746_Normal,Normal,2.52,-0.065
04746,04746_Normal,Normal,2.524,-0.06
04746,04746_Normal,Normal,2.528,-0.07
04746,04746_Normal,Normal,2.532,-0.04
04746,04746_Normal,Normal,2.536,-0.06
04746,04746_Normal,Normal,2.54,-0.045
04746,04746_Normal,Normal,2.544,-0.08
04746,04746_Normal,Normal,2.548,-0.055
04746,04746_Normal,Normal,2.552,-0.07
04746,04746_Normal,Normal,2.556,-0.07
04746,04746_Normal,Normal,2.56,-0.07
04746,04746_Normal,Normal,2.564,-0.06
04746,04746_Normal,Normal,2.568,-0.07
04746,04746_Normal,Normal,2.572,-0.065
04746,04746_Normal,Normal,2.576,-0.09
04746,04746_Normal,Normal,2.58,-0.08
04746,04746_Normal,Normal,2.584,-0.07
04746,04746_Normal,Normal,2.588,-0.045
04746,04746_Normal,Normal,2.592,-0.06
04746,04746_Normal,Normal,2.596,-0.07
04746,04746_Normal,Normal,2.6,-0.06
04746,04746_Normal,Normal,2.604,-0.065
04746,04746_Normal,Normal,2.608,-0.075
04746,04746_Normal,Normal,2.612,-0.095
04746,04746_Normal,Normal,2.616,-0.07
04746,04746_Normal,Normal,2.62,-0.075
04746,04746_Normal,Normal,2.624,-0.075
04746,04746_Normal,Normal,2.628,-0.07
04746,04746_Normal,Normal,2.632,-0.1
04746,04746_Normal,Normal,2.636,-0.08
04746,04746_Normal,Normal,2.64,-0.08
04746,04746_Normal,Normal,2.644,-0.065
04746,04746_Normal,Normal,2.648,-0.095
04746,04746_Normal,Normal,2.652,-0.09
04746,04746_Normal,Normal,2.656,-0.08
04746,04746_Normal,Normal,2.66,-0.095
04746,04746_Normal,Normal,2.664,-0.07
04746,04746_Normal,Normal,2.668,-0.085
04746,04746_Normal,Normal,2.672,-0.09
04746,04746_Normal,Normal,2.676,-0.095
04746,04746_Normal,Normal,2.68,-0.095
04746,04746_Normal,Normal,2.684,-0.1
04746,04746_Normal,Normal,2.688,-0.08
04746,04746_Normal,Normal,2.692,-0.06
04746,04746_Normal,Normal,2.696,-0.08
04746,04746_Normal,Normal,2.7,-0.08
04746,04746_Normal,Normal,2.704,-0.085
04746,04746_Normal,Normal,2.708,-0.09
04746,04746_Normal,Normal,2.712,-0.075
04746,04746_Normal,Normal,2.716,-0.075
04746,04746_Normal,Normal,2.72,-0.045
04746,04746_Normal,Normal,2.724,-0.045
04746,04746_Normal,Normal,2.728,-0.075
04746,04746_Normal,Normal,2.732,-0.075
04746,04746_Normal,Normal,2.736,-0.095
04746,04746_Normal,Normal,2.74,-0.08
04746,04746_Normal,Normal,2.744,-0.085
04746,04746_Normal,Normal,2.748,-0.075
04746,04746_Normal,Normal,2.752,-0.095
04746,04746_Normal,Normal,2.756,-0.08
04746,04746_Normal,Normal,2.76,-0.08
04746,04746_Normal,Normal,2.764,-0.085
04746,04746_Normal,Normal,2.768,-0.085
04746,04746_Normal,Normal,2.772,-0.1
04746,04746_Normal,Normal,2.776,-0.095
04746,04746_Normal,Normal,2.78,-0.08
04746,04746_Normal,Normal,2.784,-0.08
04746,04746_Normal,Normal,2.788,-0.075
04746,04746_Normal,Normal,2.792,-0.045
04746,04746_Normal,Normal,2.796,-0.055
04746,04746_Normal,Normal,2.8,-0.05
04746,04746_Normal,Normal,2.804,-0.035
04746,04746_Normal,Normal,2.808,-0.03
04746,04746_Normal,Normal,2.812,-0.005
04746,04746_Normal,Normal,2.816,-0.005
04746,04746_Normal,Normal,2.82,-0.025
04746,04746_Normal,Normal,2.824,-0.03
04746,04746_Normal,Normal,2.828,-0.055
04746,04746_Normal,Normal,2.832,-0.045
04746,04746_Normal,Normal,2.836,-0.065
04746,04746_Normal,Normal,2.84,-0.07
04746,04746_Normal,Normal,2.844,-0.085
04746,04746_Normal,Normal,2.848,-0.12
04746,04746_Normal,Normal,2.852,-0.12
04746,04746_Normal,Normal,2.856,-0.105
04746,04746_Normal,Normal,2.86,-0.115
04746,04746_Normal,Normal,2.864,-0.1
04746,04746_Normal,Normal,2.868,-0.075
04746,04746_Normal,Normal,2.872,-0.095
04746,04746_Normal,Normal,2.876,-0.095
04746,04746_Normal,Normal,2.88,-0.09
04746,04746_Normal,Normal,2.884,-0.09
04746,04746_Normal,Normal,2.888,-0.115
04746,04746_Normal,Normal,2.892,-0.12
04746,04746_Normal,Normal,2.896,-0.105
04746,04746_Normal,Normal,2.9,-0.12
04746,04746_Normal,Normal,2.904,-0.115
04746,04746_Normal,Normal,2.908,-0.105
04746,04746_Normal,Normal,2.912,-0.095
04746,04746_Normal,Normal,2.916,-0.095
04746,04746_Normal,Normal,2.92,-0.11
04746,04746_Normal,Normal,2.924,-0.11
04746,04746_Normal,Normal,2.928,-0.095
04746,04746_Normal,Normal,2.932,-0.115
04746,04746_Normal,Normal,2.936,-0.08
04746,04746_Normal,Normal,2.94,-0.105
04746,04746_Normal,Normal,2.944,-0.105
04746,04746_Normal,Normal,2.948,-0.105
04746,04746_Normal,Normal,2.952,-0.09
04746,04746_Normal,Normal,2.956,-0.08
04746,04746_Normal,Normal,2.96,-0.12
04746,04746_Normal,Normal,2.964,-0.09
04746,04746_Normal,Normal,2.968,-0.03
04746,04746_Normal,Normal,2.972,0.05
04746,04746_Normal,Normal,2.976,0.125
04746,04746_Normal,Normal,2.98,0.165
04746,04746_Normal,Normal,2.984,0.155
04746,04746_Normal,Normal,2.988,0.17
04746,04746_Normal,Normal,2.992,0.175
04746,04746_Normal,Normal,2.996,0.13
04746,04746_Normal,Normal,3.0,0.08
04746,04746_Normal,Normal,3.004,-0.05
04746,04746_Normal,Normal,3.008,-0.225
04746,04746_Normal,Normal,3.012,-0.31
04746,04746_Normal,Normal,3.016,-0.295
04746,04746_Normal,Normal,3.02,-0.19
04746,04746_Normal,Normal,3.024,-0.14
04746,04746_Normal,Normal,3.028,-0.105
04746,04746_Normal,Normal,3.032,-0.08
04746,04746_Normal,Normal,3.036,-0.075
04746,04746_Normal,Normal,3.04,-0.075
04746,04746_Normal,Normal,3.044,-0.09
04746,04746_Normal,Normal,3.048,-0.085
04746,04746_Normal,Normal,3.052,-0.07
04746,04746_Normal,Normal,3.056,-0.075
04746,04746_Normal,Normal,3.06,-0.065
04746,04746_Normal,Normal,3.064,-0.07
04746,04746_Normal,Normal,3.068,-0.085
04746,04746_Normal,Normal,3.072,-0.08
04746,04746_Normal,Normal,3.076,-0.055
04746,04746_Normal,Normal,3.08,-0.075
04746,04746_Normal,Normal,3.084,-0.07
04746,04746_Normal,Normal,3.088,-0.065
04746,04746_Normal,Normal,3.092,-0.05
04746,04746_Normal,Normal,3.096,-0.065
04746,04746_Normal,Normal,3.1,-0.07
04746,04746_Normal,Normal,3.104,-0.07
04746,04746_Normal,Normal,3.108,-0.045
04746,04746_Normal,Normal,3.112,-0.025
04746,04746_Normal,Normal,3.116,-0.05
04746,04746_Normal,Normal,3.12,-0.05
04746,04746_Normal,Normal,3.124,-0.035
04746,04746_Normal,Normal,3.128,-0.055
04746,04746_Normal,Normal,3.132,-0.04
04746,04746_Normal,Normal,3.136,-0.025
04746,04746_Normal,Normal,3.14,-0.025
04746,04746_Normal,Normal,3.144,-0.035
04746,04746_Normal,Normal,3.148,-0.015
04746,04746_Normal,Normal,3.152,-0.035
04746,04746_Normal,Normal,3.156,-0.015
04746,04746_Normal,Normal,3.16,-0.02
04746,04746_Normal,Normal,3.164,-0.015
04746,04746_Normal,Normal,3.168,0.0
04746,04746_Normal,Normal,3.172,0.01
04746,04746_Normal,Normal,3.176,0.0
04746,04746_Normal,Normal,3.18,0.005
04746,04746_Normal,Normal,3.184,0.01
04746,04746_Normal,Normal,3.188,0.015
04746,04746_Normal,Normal,3.192,0.015
04746,04746_Normal,Normal,3.196,0.015
04746,04746_Normal,Normal,3.2,0.03
04746,04746_Normal,Normal,3.204,0.05
04746,04746_Normal,Normal,3.208,0.06
04746,04746_Normal,Normal,3.212,0.06
04746,04746_Normal,Normal,3.216,0.06
04746,04746_Normal,Normal,3.22,0.08
04746,04746_Normal,Normal,3.224,0.075
04746,04746_Normal,Normal,3.228,0.09
04746,04746_Normal,Normal,3.232,0.095
04746,04746_Normal,Normal,3.236,0.1
04746,04746_Normal,Normal,3.24,0.09
04746,04746_Normal,Normal,3.244,0.11
04746,04746_Normal,Normal,3.248,0.09
04746,04746_Normal,Normal,3.252,0.11
04746,04746_Normal,Normal,3.256,0.11
04746,04746_Normal,Normal,3.26,0.125
04746,04746_Normal,Normal,3.264,0.115
04746,04746_Normal,Normal,3.268,0.115
04746,04746_Normal,Normal,3.272,0.12
04746,04746_Normal,Normal,3.276,0.09
04746,04746_Normal,Normal,3.28,0.09
04746,04746_Normal,Normal,3.284,0.09
04746,04746_Normal,Normal,3.288,0.08
04746,04746_Normal,Normal,3.292,0.06
04746,04746_Normal,Normal,3.296,0.075
04746,04746_Normal,Normal,3.3,0.045
04746,04746_Normal,Normal,3.304,0.03
04746,04746_Normal,Normal,3.308,0.005
04746,04746_Normal,Normal,3.312,0.015
04746,04746_Normal,Normal,3.316,0.03
04746,04746_Normal,Normal,3.32,0.0
04746,04746_Normal,Normal,3.324,0.01
04746,04746_Normal,Normal,3.328,-0.015
04746,04746_Normal,Normal,3.332,-0.015
04746,04746_Normal,Normal,3.336,-0.025
04746,04746_Normal,Normal,3.34,-0.025
04746,04746_Normal,Normal,3.344,-0.03
04746,04746_Normal,Normal,3.348,-0.02
04746,04746_Normal,Normal,3.352,-0.035
04746,04746_Normal,Normal,3.356,-0.025
04746,04746_Normal,Normal,3.36,-0.055
04746,04746_Normal,Normal,3.364,-0.05
04746,04746_Normal,Normal,3.368,-0.03
04746,04746_Normal,Normal,3.372,-0.05
04746,04746_Normal,Normal,3.376,-0.045
04746,04746_Normal,Normal,3.38,-0.055
04746,04746_Normal,Normal,3.384,-0.05
04746,04746_Normal,Normal,3.388,-0.05
04746,04746_Normal,Normal,3.392,-0.06
04746,04746_Normal,Normal,3.396,-0.03
04746,04746_Normal,Normal,3.4,-0.02
04746,04746_Normal,Normal,3.404,-0.035
04746,04746_Normal,Normal,3.408,-0.045
04746,04746_Normal,Normal,3.412,-0.045
04746,04746_Normal,Normal,3.416,-0.045
04746,04746_Normal,Normal,3.42,-0.04
04746,04746_Normal,Normal,3.424,-0.04
04746,04746_Normal,Normal,3.428,-0.035
04746,04746_Normal,Normal,3.432,-0.045
04746,04746_Normal,Normal,3.436,-0.025
04746,04746_Normal,Normal,3.44,-0.045
04746,04746_Normal,Normal,3.444,-0.05
04746,04746_Normal,Normal,3.448,-0.055
04746,04746_Normal,Normal,3.452,-0.07
04746,04746_Normal,Normal,3.456,-0.04
04746,04746_Normal,Normal,3.46,-0.02
04746,04746_Normal,Normal,3.464,-0.02
04746,04746_Normal,Normal,3.468,-0.02
04746,04746_Normal,Normal,3.472,-0.05
04746,04746_Normal,Normal,3.476,-0.02
04746,04746_Normal,Normal,3.48,-0.03
04746,04746_Normal,Normal,3.484,-0.025
04746,04746_Normal,Normal,3.488,-0.05
04746,04746_Normal,Normal,3.492,-0.04
04746,04746_Normal,Normal,3.496,-0.045
04746,04746_Normal,Normal,3.5,-0.025
04746,04746_Normal,Normal,3.504,-0.035
04746,04746_Normal,Normal,3.508,-0.04
04746,04746_Normal,Normal,3.512,-0.03
04746,04746_Normal,Normal,3.516,-0.02
04746,04746_Normal,Normal,3.52,-0.035
04746,04746_Normal,Normal,3.524,-0.02
04746,04746_Normal,Normal,3.528,-0.02
04746,04746_Normal,Normal,3.532,-0.02
04746,04746_Normal,Normal,3.536,-0.04
04746,04746_Normal,Normal,3.54,-0.045
04746,04746_Normal,Normal,3.544,-0.035
04746,04746_Normal,Normal,3.548,-0.02
04746,04746_Normal,Normal,3.552,-0.04
04746,04746_Normal,Normal,3.556,-0.025
04746,04746_Normal,Normal,3.56,-0.02
04746,04746_Normal,Normal,3.564,-0.04
04746,04746_Normal,Normal,3.568,-0.035
04746,04746_Normal,Normal,3.572,-0.035
04746,04746_Normal,Normal,3.576,-0.035
04746,04746_Normal,Normal,3.58,-0.04
04746,04746_Normal,Normal,3.584,-0.04
04746,04746_Normal,Normal,3.588,-0.05
04746,04746_Normal,Normal,3.592,-0.045
04746,04746_Normal,Normal,3.596,-0.035
04746,04746_Normal,Normal,3.6,-0.045
04746,04746_Normal,Normal,3.604,-0.04
04746,04746_Normal,Normal,3.608,-0.035
04746,04746_Normal,Normal,3.612,-0.03
04746,04746_Normal,Normal,3.616,-0.035
04746,04746_Normal,Normal,3.62,-0.04
04746,04746_Normal,Normal,3.624,-0.06
04746,04746_Normal,Normal,3.628,-0.035
04746,04746_Normal,Normal,3.632,-0.06
04746,04746_Normal,Normal,3.636,-0.04
04746,04746_Normal,Normal,3.64,-0.045
04746,04746_Normal,Normal,3.644,-0.045
04746,04746_Normal,Normal,3.648,-0.045
04746,04746_Normal,Normal,3.652,-0.025
04746,04746_Normal,Normal,3.656,-0.04
04746,04746_Normal,Normal,3.66,-0.03
04746,04746_Normal,Normal,3.664,-0.035
04746,04746_Normal,Normal,3.668,-0.035
04746,04746_Normal,Normal,3.672,-0.015
04746,04746_Normal,Normal,3.676,-0.035
04746,04746_Normal,Normal,3.68,-0.02
04746,04746_Normal,Normal,3.684,-0.03
04746,04746_Normal,Normal,3.688,-0.03
04746,04746_Normal,Normal,3.692,-0.025
04746,04746_Normal,Normal,3.696,-0.005
04746,04746_Normal,Normal,3.7,-0.01
04746,04746_Normal,Normal,3.704,0.0
04746,04746_Normal,Normal,3.708,0.02
04746,04746_Normal,Normal,3.712,0.025
04746,04746_Normal,Normal,3.716,0.02
04746,04746_Normal,Normal,3.72,0.035
04746,04746_Normal,Normal,3.724,0.01
04746,04746_Normal,Normal,3.728,0.0
04746,04746_Normal,Normal,3.732,0.005
04746,04746_Normal,Normal,3.736,-0.005
04746,04746_Normal,Normal,3.74,-0.035
04746,04746_Normal,Normal,3.744,-0.03
04746,04746_Normal,Normal,3.748,-0.055
04746,04746_Normal,Normal,3.752,-0.04
04746,04746_Normal,Normal,3.756,-0.07
04746,04746_Normal,Normal,3.76,-0.055
04746,04746_Normal,Normal,3.764,-0.09
04746,04746_Normal,Normal,3.768,-0.055
04746,04746_Normal,Normal,3.772,-0.04
04746,04746_Normal,Normal,3.776,-0.05
04746,04746_Normal,Normal,3.78,-0.05
04746,04746_Normal,Normal,3.784,-0.04
04746,04746_Normal,Normal,3.788,-0.045
04746,04746_Normal,Normal,3.792,-0.06
04746,04746_Normal,Normal,3.796,-0.06
04746,04746_Normal,Normal,3.8,-0.04
04746,04746_Normal,Normal,3.804,-0.065
04746,04746_Normal,Normal,3.808,-0.045
04746,04746_Normal,Normal,3.812,-0.065
04746,04746_Normal,Normal,3.816,-0.05
04746,04746_Normal,Normal,3.82,-0.04
04746,04746_Normal,Normal,3.824,-0.055
04746,04746_Normal,Normal,3.828,-0.065
04746,04746_Normal,Normal,3.832,-0.05
04746,04746_Normal,Normal,3.836,-0.06
04746,04746_Normal,Normal,3.84,-0.035
04746,04746_Normal,Normal,3.844,-0.045
04746,04746_Normal,Normal,3.848,-0.045
04746,04746_Normal,Normal,3.852,-0.045
04746,04746_Normal,Normal,3.856,-0.045
04746,04746_Normal,Normal,3.86,-0.045
04746,04746_Normal,Normal,3.864,-0.005
04746,04746_Normal,Normal,3.868,0.07
04746,04746_Normal,Normal,3.872,0.145
04746,04746_Normal,Normal,3.876,0.205
04746,04746_Normal,Normal,3.88,0.23
04746,04746_Normal,Normal,3.884,0.24
04746,04746_Normal,Normal,3.888,0.24
04746,04746_Normal,Normal,3.892,0.23
04746,04746_Normal,Normal,3.896,0.16
04746,04746_Normal,Normal,3.9,0.025
04746,04746_Normal,Normal,3.904,-0.11
04746,04746_Normal,Normal,3.908,-0.2
04746,04746_Normal,Normal,3.912,-0.21
04746,04746_Normal,Normal,3.916,-0.145
04746,04746_Normal,Normal,3.92,-0.085
04746,04746_Normal,Normal,3.924,-0.05
04746,04746_Normal,Normal,3.928,-0.04
04746,04746_Normal,Normal,3.932,-0.05
04746,04746_Normal,Normal,3.936,-0.03
04746,04746_Normal,Normal,3.94,-0.03
04746,04746_Normal,Normal,3.944,-0.02
04746,04746_Normal,Normal,3.948,-0.04
04746,04746_Normal,Normal,3.952,-0.03
04746,04746_Normal,Normal,3.956,-0.04
04746,04746_Normal,Normal,3.96,-0.045
04746,04746_Normal,Normal,3.964,-0.065
04746,04746_Normal,Normal,3.968,-0.045
04746,04746_Normal,Normal,3.972,-0.055
04746,04746_Normal,Normal,3.976,-0.075
04746,04746_Normal,Normal,3.98,-0.055
04746,04746_Normal,Normal,3.984,-0.045
04746,04746_Normal,Normal,3.988,-0.04
04746,04746_Normal,Normal,3.992,-0.04
04746,04746_Normal,Normal,3.996,-0.04
04746,04746_Normal,Normal,4.0,-0.035
04746,04746_Normal,Normal,4.004,-0.04
04746,04746_Normal,Normal,4.008,-0.055
04746,04746_Normal,Normal,4.012,-0.035
04746,04746_Normal,Normal,4.016,-0.055
04746,04746_Normal,Normal,4.02,-0.04
04746,04746_Normal,Normal,4.024,-0.055
04746,04746_Normal,Normal,4.028,-0.04
04746,04746_Normal,Normal,4.032,-0.04
04746,04746_Normal,Normal,4.036,-0.02
04746,04746_Normal,Normal,4.04,-0.02
04746,04746_Normal,Normal,4.044,-0.035
04746,04746_Normal,Normal,4.048,-0.02
04746,04746_Normal,Normal,4.052,-0.025
04746,04746_Normal,Normal,4.056,-0.025
04746,04746_Normal,Normal,4.06,-0.015
04746,04746_Normal,Normal,4.064,-0.01
04746,04746_Normal,Normal,4.068,-0.005
04746,04746_Normal,Normal,4.072,-0.005
04746,04746_Normal,Normal,4.076,-0.01
04746,04746_Normal,Normal,4.08,0.005
04746,04746_Normal,Normal,4.084,0.005
04746,04746_Normal,Normal,4.088,0.005
04746,04746_Normal,Normal,4.092,0.02
04746,04746_Normal,Normal,4.096,0.03
04746,04746_Normal,Normal,4.1,0.025
04746,04746_Normal,Normal,4.104,0.04
04746,04746_Normal,Normal,4.108,0.06
04746,04746_Normal,Normal,4.112,0.075
04746,04746_Normal,Normal,4.116,0.065
04746,04746_Normal,Normal,4.12,0.08
04746,04746_Normal,Normal,4.124,0.08
04746,04746_Normal,Normal,4.128,0.09
04746,04746_Normal,Normal,4.132,0.09
04746,04746_Normal,Normal,4.136,0.085
04746,04746_Normal,Normal,4.14,0.11
04746,04746_Normal,Normal,4.144,0.115
04746,04746_Normal,Normal,4.148,0.08
04746,04746_Normal,Normal,4.152,0.11
04746,04746_Normal,Normal,4.156,0.105
04746,04746_Normal,Normal,4.16,0.095
04746,04746_Normal,Normal,4.164,0.1
04746,04746_Normal,Normal,4.168,0.09
04746,04746_Normal,Normal,4.172,0.08
04746,04746_Normal,Normal,4.176,0.075
04746,04746_Normal,Normal,4.18,0.065
04746,04746_Normal,Normal,4.184,0.05
04746,04746_Normal,Normal,4.188,0.025
04746,04746_Normal,Normal,4.192,0.035
04746,04746_Normal,Normal,4.196,0.035
04746,04746_Normal,Normal,4.2,0.02
04746,04746_Normal,Normal,4.204,0.0
04746,04746_Normal,Normal,4.208,0.0
04746,04746_Normal,Normal,4.212,0.0
04746,04746_Normal,Normal,4.216,-0.035
04746,04746_Normal,Normal,4.22,-0.01
04746,04746_Normal,Normal,4.224,-0.025
04746,04746_Normal,Normal,4.228,-0.03
04746,04746_Normal,Normal,4.232,-0.035
04746,04746_Normal,Normal,4.236,-0.06
04746,04746_Normal,Normal,4.24,-0.065
04746,04746_Normal,Normal,4.244,-0.035
04746,04746_Normal,Normal,4.248,-0.045
04746,04746_Normal,Normal,4.252,-0.05
04746,04746_Normal,Normal,4.256,-0.045
04746,04746_Normal,Normal,4.26,-0.05
04746,04746_Normal,Normal,4.264,-0.04
04746,04746_Normal,Normal,4.268,-0.055
04746,04746_Normal,Normal,4.272,-0.05
04746,04746_Normal,Normal,4.276,-0.06
04746,04746_Normal,Normal,4.28,-0.045
04746,04746_Normal,Normal,4.284,-0.065
04746,04746_Normal,Normal,4.288,-0.055
04746,04746_Normal,Normal,4.292,-0.05
04746,04746_Normal,Normal,4.296,-0.05
04746,04746_Normal,Normal,4.3,-0.04
04746,04746_Normal,Normal,4.304,-0.04
04746,04746_Normal,Normal,4.308,-0.065
04746,04746_Normal,Normal,4.312,-0.06
04746,04746_Normal,Normal,4.316,-0.045
04746,04746_Normal,Normal,4.32,-0.06
04746,04746_Normal,Normal,4.324,-0.045
04746,04746_Normal,Normal,4.328,-0.03
04746,04746_Normal,Normal,4.332,-0.03
04746,04746_Normal,Normal,4.336,-0.04
04746,04746_Normal,Normal,4.34,-0.045
04746,04746_Normal,Normal,4.344,-0.055
04746,04746_Normal,Normal,4.348,-0.05
04746,04746_Normal,Normal,4.352,-0.04
04746,04746_Normal,Normal,4.356,-0.065
04746,04746_Normal,Normal,4.36,-0.04
04746,04746_Normal,Normal,4.364,-0.065
04746,04746_Normal,Normal,4.368,-0.035
04746,04746_Normal,Normal,4.372,-0.055
04746,04746_Normal,Normal,4.376,-0.05
04746,04746_Normal,Normal,4.38,-0.04
04746,04746_Normal,Normal,4.384,-0.05
04746,04746_Normal,Normal,4.388,-0.03
04746,04746_Normal,Normal,4.392,-0.035
04746,04746_Normal,Normal,4.396,-0.06
04746,04746_Normal,Normal,4.4,-0.045
04746,04746_Normal,Normal,4.404,-0.05
04746,04746_Normal,Normal,4.408,-0.075
04746,04746_Normal,Normal,4.412,-0.065
04746,04746_Normal,Normal,4.416,-0.065
04746,04746_Normal,Normal,4.42,-0.05
04746,04746_Normal,Normal,4.424,-0.04
04746,04746_Normal,Normal,4.428,-0.06
04746,04746_Normal,Normal,4.432,-0.06
04746,04746_Normal,Normal,4.436,-0.06
04746,04746_Normal,Normal,4.44,-0.045
04746,04746_Normal,Normal,4.444,-0.065
04746,04746_Normal,Normal,4.448,-0.065
04746,04746_Normal,Normal,4.452,-0.055
04746,04746_Normal,Normal,4.456,-0.065
04746,04746_Normal,Normal,4.46,-0.07
04746,04746_Normal,Normal,4.464,-0.05
04746,04746_Normal,Normal,4.468,-0.055
04746,04746_Normal,Normal,4.472,-0.065
04746,04746_Normal,Normal,4.476,-0.04
04746,04746_Normal,Normal,4.48,-0.04
04746,04746_Normal,Normal,4.484,-0.05
04746,04746_Normal,Normal,4.488,-0.045
04746,04746_Normal,Normal,4.492,-0.065
04746,04746_Normal,Normal,4.496,-0.045
04746,04746_Normal,Normal,4.5,-0.04
04746,04746_Normal,Normal,4.504,-0.06
04746,04746_Normal,Normal,4.508,-0.06
04746,04746_Normal,Normal,4.512,-0.035
04746,04746_Normal,Normal,4.516,-0.05
04746,04746_Normal,Normal,4.52,-0.04
04746,04746_Normal,Normal,4.524,-0.04
04746,04746_Normal,Normal,4.528,-0.05
04746,04746_Normal,Normal,4.532,-0.055
04746,04746_Normal,Normal,4.536,-0.06
04746,04746_Normal,Normal,4.54,-0.06
04746,04746_Normal,Normal,4.544,-0.065
04746,04746_Normal,Normal,4.548,-0.04
04746,04746_Normal,Normal,4.552,-0.055
04746,04746_Normal,Normal,4.556,-0.05
04746,04746_Normal,Normal,4.56,-0.05
04746,04746_Normal,Normal,4.564,-0.06
04746,04746_Normal,Normal,4.568,-0.045
04746,04746_Normal,Normal,4.572,-0.065
04746,04746_Normal,Normal,4.576,-0.06
04746,04746_Normal,Normal,4.58,-0.03
04746,04746_Normal,Normal,4.584,-0.045
04746,04746_Normal,Normal,4.588,-0.045
04746,04746_Normal,Normal,4.592,-0.035
04746,04746_Normal,Normal,4.596,-0.04
04746,04746_Normal,Normal,4.6,-0.045
04746,04746_Normal,Normal,4.604,-0.04
04746,04746_Normal,Normal,4.608,-0.03
04746,04746_Normal,Normal,4.612,-0.025
04746,04746_Normal,Normal,4.616,-0.015
04746,04746_Normal,Normal,4.62,-0.005
04746,04746_Normal,Normal,4.624,-0.015
04746,04746_Normal,Normal,4.628,0.0
04746,04746_Normal,Normal,4.632,0.01
04746,04746_Normal,Normal,4.636,0.015
04746,04746_Normal,Normal,4.64,0.0
04746,04746_Normal,Normal,4.644,0.015
04746,04746_Normal,Normal,4.648,-0.01
04746,04746_Normal,Normal,4.652,-0.02
04746,04746_Normal,Normal,4.656,-0.035
04746,04746_Normal,Normal,4.66,-0.055
04746,04746_Normal,Normal,4.664,-0.065
04746,04746_Normal,Normal,4.668,-0.095
04746,04746_Normal,Normal,4.672,-0.095
04746,04746_Normal,Normal,4.676,-0.09
04746,04746_Normal,Normal,4.68,-0.08
04746,04746_Normal,Normal,4.684,-0.075
04746,04746_Normal,Normal,4.688,-0.075
04746,04746_Normal,Normal,4.692,-0.07
04746,04746_Normal,Normal,4.696,-0.08
04746,04746_Normal,Normal,4.7,-0.065
04746,04746_Normal,Normal,4.704,-0.065
04746,04746_Normal,Normal,4.708,-0.055
04746,04746_Normal,Normal,4.712,-0.06
04746,04746_Normal,Normal,4.716,-0.075
04746,04746_Normal,Normal,4.72,-0.095
04746,04746_Normal,Normal,4.724,-0.065
04746,04746_Normal,Normal,4.728,-0.075
04746,04746_Normal,Normal,4.732,-0.085
04746,04746_Normal,Normal,4.736,-0.08
04746,04746_Normal,Normal,4.74,-0.075
04746,04746_Normal,Normal,4.744,-0.07
