record,window,rhythm,beat,rr
04015,146,Normal,0,0.824
04015,146,Normal,1,0.784
04015,146,Normal,2,0.852
04015,146,Normal,3,0.82
04015,146,Normal,4,0.788
04015,146,Normal,5,0.82
04015,146,Normal,6,0.856
04015,146,Normal,7,0.824
04015,146,Normal,8,0.788
04015,146,Normal,9,0.844
04015,146,Normal,10,0.828
04015,146,Normal,11,0.8
04015,146,Normal,12,0.848
04015,146,Normal,13,0.82
04015,146,Normal,14,0.828
04015,146,Normal,15,0.776
04015,146,Normal,16,0.856
04015,146,Normal,17,0.82
04015,146,Normal,18,0.812
04015,146,Normal,19,0.816
04015,146,Normal,20,0.816
04015,146,Normal,21,0.816
04015,146,Normal,22,0.784
04015,146,Normal,23,0.84
04015,146,Normal,24,0.812
04015,146,Normal,25,0.828
04015,146,Normal,26,0.776
04015,146,Normal,27,0.844
04015,146,Normal,28,0.82
04015,146,Normal,29,0.808
04015,147,Normal,0,0.856
04015,147,Normal,1,0.824
04015,147,Normal,2,0.792
04015,147,Normal,3,0.848
04015,147,Normal,4,0.82
04015,147,Normal,5,0.828
04015,147,Normal,6,0.784
04015,147,Normal,7,0.86
04015,147,Normal,8,0.832
04015,147,Normal,9,0.524
04015,147,Normal,10,0.908
04015,147,Normal,11,0.9
04015,147,Normal,12,0.848
04015,147,Normal,13,0.816
04015,147,Normal,14,0.848
04015,147,Normal,15,0.884
04015,147,Normal,16,0.86
04015,147,Normal,17,0.856
04015,147,Normal,18,0.82
04015,147,Normal,19,0.892
04015,147,Normal,20,0.864
04015,147,Normal,21,0.828
04015,147,Normal,22,0.86
04015,147,Normal,23,0.884
04015,147,Normal,24,0.82
04015,147,Normal,25,0.856
04015,147,Normal,26,0.852
04015,147,Normal,27,0.888
04015,147,Normal,28,0.816
04015,147,Normal,29,0.836
04015,148,Normal,0,0.832
04015,148,Normal,1,0.828
04015,148,Normal,2,0.828
04015,148,Normal,3,0.82
04015,148,Normal,4,0.832
04015,148,Normal,5,0.824
04015,148,Normal,6,0.824
04015,148,Normal,7,0.812
04015,148,Normal,8,0.828
04015,148,Normal,9,0.824
04015,148,Normal,10,0.804
04015,148,Normal,11,0.812
04015,148,Normal,12,0.836
04015,148,Normal,13,0.808
04015,148,Normal,14,0.808
04015,148,Normal,15,0.808
04015,148,Normal,16,0.832
04015,148,Normal,17,0.824
04015,148,Normal,18,0.82
04015,148,Normal,19,0.82
04015,148,Normal,20,0.816
04015,148,Normal,21,0.808
04015,148,Normal,22,0.836
04015,148,Normal,23,0.832
04015,148,Normal,24,0.812
04015,148,Normal,25,0.828
04015,148,Normal,26,0.828
04015,148,Normal,27,0.82
04015,148,Normal,28,0.824
04015,148,Normal,29,0.816
04015,149,Normal,0,0.872
04015,149,Normal,1,0.86
04015,149,Normal,2,0.856
04015,149,Normal,3,0.828
04015,149,Normal,4,0.892
04015,149,Normal,5,0.876
04015,149,Normal,6,0.856
04015,149,Normal,7,0.84
04015,149,Normal,8,0.848
04015,149,Normal,9,0.812
04015,149,Normal,10,0.884
04015,149,Normal,11,0.852
04015,149,Normal,12,0.84
04015,149,Normal,13,0.808
04015,149,Normal,14,0.852
04015,149,Normal,15,0.88
04015,149,Normal,16,0.812
04015,149,Normal,17,0.888
04015,149,Normal,18,0.848
04015,149,Normal,19,0.86
04015,149,Normal,20,0.856
04015,149,Normal,21,0.852
04015,149,Normal,22,0.848
04015,149,Normal,23,0.848
04015,149,Normal,24,0.848
04015,149,Normal,25,0.86
04015,149,Normal,26,0.84
04015,149,Normal,27,0.852
04015,149,Normal,28,0.848
04015,149,Normal,29,0.844
04015,150,Normal,0,0.876
04015,150,Normal,1,0.848
04015,150,Normal,2,0.816
04015,150,Normal,3,0.56
04015,150,Normal,4,0.872
04015,150,Normal,5,0.232
04015,150,Normal,6,0.644
04015,150,Normal,7,0.532
04015,150,Normal,8,0.88
04015,150,Normal,9,0.448
04015,150,Normal,10,0.368
04015,150,Normal,11,0.9
04015,150,Normal,12,0.84
04015,150,Normal,13,0.836
04015,150,Normal,14,0.844
04015,150,Normal,15,0.836
04015,150,Normal,16,0.848
04015,150,Normal,17,0.836
04015,150,Normal,18,0.82
04015,150,Normal,19,0.84
04015,150,Normal,20,0.804
04015,150,Normal,21,0.564
04015,150,Normal,22,0.872
04015,150,Normal,23,0.872
04015,150,Normal,24,0.852
04015,150,Normal,25,0.848
04015,150,Normal,26,0.844
04015,150,Normal,27,0.84
04015,150,Normal,28,0.812
04015,150,Normal,29,0.876
04015,151,Normal,0,0.616
04015,151,Normal,1,0.916
04015,151,Normal,2,0.844
04015,151,Normal,3,0.844
04015,151,Normal,4,0.836
04015,151,Normal,5,0.836
04015,151,Normal,6,0.836
04015,151,Normal,7,0.832
04015,151,Normal,8,0.836
04015,151,Normal,9,0.828
04015,151,Normal,10,0.824
04015,151,Normal,11,0.836
04015,151,Normal,12,0.828
04015,151,Normal,13,0.824
04015,151,Normal,14,0.832
04015,151,Normal,15,0.828
04015,151,Normal,16,0.828
04015,151,Normal,17,0.836
04015,151,Normal,18,0.828
04015,151,Normal,19,0.832
04015,151,Normal,20,0.84
04015,151,Normal,21,0.832
04015,151,Normal,22,0.832
04015,151,Normal,23,0.836
04015,151,Normal,24,0.832
04015,151,Normal,25,0.84
04015,151,Normal,26,0.844
04015,151,Normal,27,0.828
04015,151,Normal,28,0.832
04015,151,Normal,29,0.824
04015,152,Normal,0,0.524
04015,152,Normal,1,0.884
04015,152,Normal,2,0.848
04015,152,Normal,3,0.856
04015,152,Normal,4,0.852
04015,152,Normal,5,0.828
04015,152,Normal,6,0.832
04015,152,Normal,7,0.836
04015,152,Normal,8,0.828
04015,152,Normal,9,0.84
04015,152,Normal,10,0.824
04015,152,Normal,11,0.824
04015,152,Normal,12,0.836
04015,152,Normal,13,0.828
04015,152,Normal,14,0.828
04015,152,Normal,15,0.836
04015,152,Normal,16,0.828
04015,152,Normal,17,0.824
04015,152,Normal,18,0.836
04015,152,Normal,19,0.824
04015,152,Normal,20,0.824
04015,152,Normal,21,0.828
04015,152,Normal,22,0.808
04015,152,Normal,23,0.816
04015,152,Normal,24,0.816
04015,152,Normal,25,0.816
04015,152,Normal,26,0.824
04015,152,Normal,27,0.816
04015,152,Normal,28,0.812
04015,152,Normal,29,0.824
04015,153,Normal,0,0.884
04015,153,Normal,1,0.896
04015,153,Normal,2,0.88
04015,153,Normal,3,0.904
04015,153,Normal,4,0.892
04015,153,Normal,5,0.892
04015,153,Normal,6,0.904
04015,153,Normal,7,0.892
04015,153,Normal,8,0.88
04015,153,Normal,9,0.912
04015,153,Normal,10,0.888
04015,153,Normal,11,0.896
04015,153,Normal,12,0.904
04015,153,Normal,13,0.888
04015,153,Normal,14,0.896
04015,153,Normal,15,0.9
04015,153,Normal,16,0.912
04015,153,Normal,17,0.9
04015,153,Normal,18,0.888
04015,153,Normal,19,0.908
04015,153,Normal,20,0.904
04015,153,Normal,21,0.888
04015,153,Normal,22,0.896
04015,153,Normal,23,0.916
04015,153,Normal,24,0.892
04015,153,Normal,25,0.888
04015,153,Normal,26,0.904
04015,153,Normal,27,0.904
04015,153,Normal,28,0.888
04015,153,Normal,29,0.904
04015,154,Normal,0,0.82
04015,154,Normal,1,0.816
04015,154,Normal,2,0.788
04015,154,Normal,3,0.832
04015,154,Normal,4,0.78
04015,154,Normal,5,0.796
04015,154,Normal,6,0.796
04015,154,Normal,7,0.86
04015,154,Normal,8,0.764
04015,154,Normal,9,0.828
04015,154,Normal,10,0.816
04015,154,Normal,11,0.768
04015,154,Normal,12,0.828
04015,154,Normal,13,0.788
04015,154,Normal,14,0.788
04015,154,Normal,15,0.804
04015,154,Normal,16,0.796
04015,154,Normal,17,0.752
04015,154,Normal,18,0.824
04015,154,Normal,19,0.812
04015,154,Normal,20,0.788
04015,154,Normal,21,0.776
04015,154,Normal,22,0.816
04015,154,Normal,23,0.812
04015,154,Normal,24,0.816
04015,154,Normal,25,0.828
04015,154,Normal,26,0.804
04015,154,Normal,27,0.836
04015,154,Normal,28,0.796
04015,154,Normal,29,0.792
04015,155,Normal,0,0.84
04015,155,Normal,1,0.836
04015,155,Normal,2,0.828
04015,155,Normal,3,0.82
04015,155,Normal,4,0.836
04015,155,Normal,5,0.828
04015,155,Normal,6,0.836
04015,155,Normal,7,0.824
04015,155,Normal,8,0.824
04015,155,Normal,9,0.832
04015,155,Normal,10,0.836
04015,155,Normal,11,0.82
04015,155,Normal,12,0.84
04015,155,Normal,13,0.836
04015,155,Normal,14,0.836
04015,155,Normal,15,0.836
04015,155,Normal,16,0.824
04015,155,Normal,17,0.828
04015,155,Normal,18,0.836
04015,155,Normal,19,0.828
04015,155,Normal,20,0.832
04015,155,Normal,21,0.836
04015,155,Normal,22,0.824
04015,155,Normal,23,0.796
04015,155,Normal,24,0.872
04015,155,Normal,25,0.836
04015,155,Normal,26,0.836
04015,155,Normal,27,0.788
04015,155,Normal,28,0.856
04015,155,Normal,29,0.84
04015,156,Normal,0,0.86
04015,156,Normal,1,0.848
04015,156,Normal,2,0.852
04015,156,Normal,3,0.864
04015,156,Normal,4,0.852
04015,156,Normal,5,0.852
04015,156,Normal,6,0.86
04015,156,Normal,7,0.852
04015,156,Normal,8,0.86
04015,156,Normal,9,0.856
04015,156,Normal,10,0.848
04015,156,Normal,11,0.86
04015,156,Normal,12,0.868
04015,156,Normal,13,0.852
04015,156,Normal,14,0.844
04015,156,Normal,15,0.836
04015,156,Normal,16,0.86
04015,156,Normal,17,0.852
04015,156,Normal,18,0.832
04015,156,Normal,19,0.852
04015,156,Normal,20,0.848
04015,156,Normal,21,0.844
04015,156,Normal,22,0.848
04015,156,Normal,23,0.848
04015,156,Normal,24,0.844
04015,156,Normal,25,0.848
04015,156,Normal,26,0.848
04015,156,Normal,27,0.848
04015,156,Normal,28,0.84
04015,156,Normal,29,0.808
04015,157,Normal,0,0.876
04015,157,Normal,1,0.836
04015,157,Normal,2,0.832
04015,157,Normal,3,0.804
04015,157,Normal,4,0.876
04015,157,Normal,5,0.836
04015,157,Normal,6,0.808
04015,157,Normal,7,0.876
04015,157,Normal,8,0.84
04015,157,Normal,9,0.82
04015,157,Normal,10,0.864
04015,157,Normal,11,0.844
04015,157,Normal,12,0.836
04015,157,Normal,13,0.84
04015,157,Normal,14,0.848
04015,157,Normal,15,0.828
04015,157,Normal,16,0.832
04015,157,Normal,17,0.844
04015,157,Normal,18,0.828
04015,157,Normal,19,0.832
04015,157,Normal,20,0.836
04015,157,Normal,21,0.816
04015,157,Normal,22,0.836
04015,157,Normal,23,0.832
04015,157,Normal,24,0.832
04015,157,Normal,25,0.796
04015,157,Normal,26,0.86
04015,157,Normal,27,0.832
04015,157,Normal,28,0.836
04015,157,Normal,29,0.808
04015,158,Normal,0,0.912
04015,158,Normal,1,0.892
04015,158,Normal,2,0.896
04015,158,Normal,3,0.884
04015,158,Normal,4,0.904
04015,158,Normal,5,0.896
04015,158,Normal,6,0.884
04015,158,Normal,7,0.872
04015,158,Normal,8,0.912
04015,158,Normal,9,0.9
04015,158,Normal,10,0.896
04015,158,Normal,11,0.896
04015,158,Normal,12,0.9
04015,158,Normal,13,0.908
04015,158,Normal,14,0.892
04015,158,Normal,15,0.884
04015,158,Normal,16,0.904
04015,158,Normal,17,0.892
04015,158,Normal,18,0.892
04015,158,Normal,19,0.88
04015,158,Normal,20,0.888
04015,158,Normal,21,0.892
04015,158,Normal,22,0.844
04015,158,Normal,23,0.928
04015,158,Normal,24,0.888
04015,158,Normal,25,0.84
04015,158,Normal,26,0.924
04015,158,Normal,27,0.88
04015,158,Normal,28,0.876
04015,158,Normal,29,0.88
04015,159,Normal,0,0.848
04015,159,Normal,1,0.852
04015,159,Normal,2,0.848
04015,159,Normal,3,0.848
04015,159,Normal,4,0.852
04015,159,Normal,5,0.848
04015,159,Normal,6,0.852
04015,159,Normal,7,0.852
04015,159,Normal,8,0.848
04015,159,Normal,9,0.848
04015,159,Normal,10,0.86
04015,159,Normal,11,0.848
04015,159,Normal,12,0.848
04015,159,Normal,13,0.86
04015,159,Normal,14,0.856
04015,159,Normal,15,0.856
04015,159,Normal,16,0.86
04015,159,Normal,17,0.844
04015,159,Normal,18,0.864
04015,159,Normal,19,0.868
04015,159,Normal,20,0.852
04015,159,Normal,21,0.86
04015,159,Normal,22,0.856
04015,159,Normal,23,0.868
04015,159,Normal,24,0.868
04015,159,Normal,25,0.852
04015,159,Normal,26,0.86
04015,159,Normal,27,0.864
04015,159,Normal,28,0.852
04015,159,Normal,29,0.868
04015,160,Normal,0,0.868
04015,160,Normal,1,0.852
04015,160,Normal,2,0.876
04015,160,Normal,3,0.864
04015,160,Normal,4,0.852
04015,160,Normal,5,0.864
04015,160,Normal,6,0.868
04015,160,Normal,7,0.856
04015,160,Normal,8,0.864
04015,160,Normal,9,0.86
04015,160,Normal,10,0.856
04015,160,Normal,11,0.868
04015,160,Normal,12,0.856
04015,160,Normal,13,0.86
04015,160,Normal,14,0.86
04015,160,Normal,15,0.86
04015,160,Normal,16,0.864
04015,160,Normal,17,0.856
04015,160,Normal,18,0.856
04015,160,Normal,19,0.864
04015,160,Normal,20,0.852
04015,160,Normal,21,0.864
04015,160,Normal,22,0.86
04015,160,Normal,23,0.852
04015,160,Normal,24,0.868
04015,160,Normal,25,0.856
04015,160,Normal,26,0.856
04015,160,Normal,27,0.864
04015,160,Normal,28,0.852
04015,160,Normal,29,0.856
04015,161,Normal,0,0.844
04015,161,Normal,1,0.836
04015,161,Normal,2,0.832
04015,161,Normal,3,0.836
04015,161,Normal,4,0.8
04015,161,Normal,5,0.836
04015,161,Normal,6,0.828
04015,161,Normal,7,0.856
04015,161,Normal,8,0.836
04015,161,Normal,9,0.796
04015,161,Normal,10,0.824
04015,161,Normal,11,0.864
04015,161,Normal,12,0.836
04015,161,Normal,13,0.796
04015,161,Normal,14,0.828
04015,161,Normal,15,0.864
04015,161,Normal,16,0.8
04015,161,Normal,17,0.832
04015,161,Normal,18,0.824
04015,161,Normal,19,0.84
04015,161,Normal,20,0.828
04015,161,Normal,21,0.856
04015,161,Normal,22,0.828
04015,161,Normal,23,0.828
04015,161,Normal,24,0.788
04015,161,Normal,25,0.856
04015,161,Normal,26,0.828
04015,161,Normal,27,0.788
04015,161,Normal,28,0.824
04015,161,Normal,29,0.816
04015,162,Normal,0,0.832
04015,162,Normal,1,0.824
04015,162,Normal,2,0.816
04015,162,Normal,3,0.82
04015,162,Normal,4,0.82
04015,162,Normal,5,0.812
04015,162,Normal,6,0.824
04015,162,Normal,7,0.82
04015,162,Normal,8,0.816
04015,162,Normal,9,0.816
04015,162,Normal,10,0.82
04015,162,Normal,11,0.812
04015,162,Normal,12,0.816
04015,162,Normal,13,0.8
04015,162,Normal,14,0.748
04015,162,Normal,15,0.872
04015,162,Normal,16,0.804
04015,162,Normal,17,0.808
04015,162,Normal,18,0.816
04015,162,Normal,19,0.808
04015,162,Normal,20,0.808
04015,162,Normal,21,0.82
04015,162,Normal,22,0.816
04015,162,Normal,23,0.808
04015,162,Normal,24,0.824
04015,162,Normal,25,0.828
04015,162,Normal,26,0.828
04015,162,Normal,27,0.82
04015,162,Normal,28,0.816
04015,162,Normal,29,0.824
04015,163,Normal,0,0.896
04015,163,Normal,1,0.932
04015,163,Normal,2,0.912
04015,163,Normal,3,0.912
04015,163,Normal,4,0.904
04015,163,Normal,5,0.868
04015,163,Normal,6,0.968
04015,163,Normal,7,0.9
04015,163,Normal,8,0.908
04015,163,Normal,9,0.896
04015,163,Normal,10,0.9
04015,163,Normal,11,0.904
04015,163,Normal,12,0.852
04015,163,Normal,13,0.944
04015,163,Normal,14,0.896
04015,163,Normal,15,0.892
04015,163,Normal,16,0.908
04015,163,Normal,17,0.884
04015,163,Normal,18,0.892
04015,163,Normal,19,0.904
04015,163,Normal,20,0.892
04015,163,Normal,21,0.9
04015,163,Normal,22,0.88
04015,163,Normal,23,0.9
04015,163,Normal,24,0.9
04015,163,Normal,25,0.896
04015,163,Normal,26,0.884
04015,163,Normal,27,0.884
04015,163,Normal,28,0.884
04015,163,Normal,29,0.888
04015,164,Normal,0,0.84
04015,164,Normal,1,0.836
04015,164,Normal,2,0.832
04015,164,Normal,3,0.836
04015,164,Normal,4,0.844
04015,164,Normal,5,0.844
04015,164,Normal,6,0.84
04015,164,Normal,7,0.848
04015,164,Normal,8,0.86
04015,164,Normal,9,0.856
04015,164,Normal,10,0.856
04015,164,Normal,11,0.84
04015,164,Normal,12,0.856
04015,164,Normal,13,0.856
04015,164,Normal,14,0.848
04015,164,Normal,15,0.856
04015,164,Normal,16,0.852
04015,164,Normal,17,0.844
04015,164,Normal,18,0.856
04015,164,Normal,19,0.852
04015,164,Normal,20,0.844
04015,164,Normal,21,0.816
04015,164,Normal,22,0.884
04015,164,Normal,23,0.4
04015,164,Normal,24,0.42
04015,164,Normal,25,0.856
04015,164,Normal,26,0.888
04015,164,Normal,27,0.86
04015,164,Normal,28,0.864
04015,164,Normal,29,0.864
04015,165,Normal,0,0.856
04015,165,Normal,1,0.84
04015,165,Normal,2,0.844
04015,165,Normal,3,0.84
04015,165,Normal,4,0.836
04015,165,Normal,5,0.844
04015,165,Normal,6,0.832
04015,165,Normal,7,0.844
04015,165,Normal,8,0.848
04015,165,Normal,9,0.84
04015,165,Normal,10,0.836
04015,165,Normal,11,0.836
04015,165,Normal,12,0.828
04015,165,Normal,13,0.832
04015,165,Normal,14,0.836
04015,165,Normal,15,0.828
04015,165,Normal,16,0.848
04015,165,Normal,17,0.84
04015,165,Normal,18,0.828
04015,165,Normal,19,0.856
04015,165,Normal,20,0.848
04015,165,Normal,21,0.84
04015,165,Normal,22,0.848
04015,165,Normal,23,0.84
04015,165,Normal,24,0.804
04015,165,Normal,25,0.884
04015,165,Normal,26,0.856
04015,165,Normal,27,0.848
04015,165,Normal,28,0.856
04015,165,Normal,29,0.84
04015,166,Normal,0,0.88
04015,166,Normal,1,0.836
04015,166,Normal,2,0.908
04015,166,Normal,3,0.884
04015,166,Normal,4,0.872
04015,166,Normal,5,1.26
04015,166,Normal,6,0.516
04015,166,Normal,7,0.84
04015,166,Normal,8,0.68
04015,166,Normal,9,0.244
04015,166,Normal,10,0.428
04015,166,Normal,11,0.424
04015,166,Normal,12,0.376
04015,166,Normal,13,0.352
04015,166,Normal,14,1.044
04015,166,Normal,15,0.88
04015,166,Normal,16,0.636
04015,166,Normal,17,0.272
04015,166,Normal,18,0.88
04015,166,Normal,19,0.876
04015,166,Normal,20,0.836
04015,166,Normal,21,0.924
04015,166,Normal,22,0.872
04015,166,Normal,23,0.376
04015,166,Normal,24,0.504
04015,166,Normal,25,0.864
04015,166,Normal,26,0.844
04015,166,Normal,27,0.876
04015,166,Normal,28,0.86
04015,166,Normal,29,0.872
04015,167,Normal,0,0.884
04015,167,Normal,1,0.892
04015,167,Normal,2,0.876
04015,167,Normal,3,0.888
04015,167,Normal,4,0.896
04015,167,Normal,5,0.892
04015,167,Normal,6,0.912
04015,167,Normal,7,0.888
04015,167,Normal,8,0.884
04015,167,Normal,9,0.912
04015,167,Normal,10,0.9
04015,167,Normal,11,0.9
04015,167,Normal,12,0.896
04015,167,Normal,13,0.884
04015,167,Normal,14,0.904
04015,167,Normal,15,0.9
04015,167,Normal,16,0.9
04015,167,Normal,17,0.904
04015,167,Normal,18,0.896
04015,167,Normal,19,0.904
04015,167,Normal,20,0.904
04015,167,Normal,21,0.892
04015,167,Normal,22,0.896
04015,167,Normal,23,0.896
04015,167,Normal,24,0.892
04015,167,Normal,25,0.892
04015,167,Normal,26,0.88
04015,167,Normal,27,0.888
04015,167,Normal,28,0.888
04015,167,Normal,29,0.88
04015,168,Normal,0,0.912
04015,168,Normal,1,0.876
04015,168,Normal,2,0.888
04015,168,Normal,3,0.888
04015,168,Normal,4,0.9
04015,168,Normal,5,0.856
04015,168,Normal,6,0.932
04015,168,Normal,7,0.896
04015,168,Normal,8,0.88
04015,168,Normal,9,0.884
04015,168,Normal,10,0.844
04015,168,Normal,11,0.892
04015,168,Normal,12,0.84
04015,168,Normal,13,0.868
04015,168,Normal,14,0.912
04015,168,Normal,15,0.872
04015,168,Normal,16,0.86
04015,168,Normal,17,0.824
04015,168,Normal,18,0.908
04015,168,Normal,19,0.86
04015,168,Normal,20,0.86
04015,168,Normal,21,0.856
04015,168,Normal,22,0.816
04015,168,Normal,23,0.896
04015,168,Normal,24,0.856
04015,168,Normal,25,0.848
04015,168,Normal,26,0.856
04015,168,Normal,27,0.816
04015,168,Normal,28,0.884
04015,168,Normal,29,0.852
04746,0,Normal,0,0.936
04746,0,Normal,1,0.968
04746,0,Normal,2,0.988
04746,0,Normal,3,0.976
04746,0,Normal,4,0.94
04746,0,Normal,5,0.948
04746,0,Normal,6,0.96
04746,0,Normal,7,0.964
04746,0,Normal,8,0.952
04746,0,Normal,9,0.98
04746,0,Normal,10,0.972
04746,0,Normal,11,0.952
04746,0,Normal,12,0.904
04746,0,Normal,13,0.928
04746,0,Normal,14,0.948
04746,0,Normal,15,0.908
04746,0,Normal,16,0.932
04746,0,Normal,17,0.948
04746,0,Normal,18,0.944
04746,0,Normal,19,0.952
04746,0,Normal,20,0.96
04746,0,Normal,21,0.96
04746,0,Normal,22,0.992
04746,0,Normal,23,0.984
04746,0,Normal,24,0.992
04746,0,Normal,25,0.98
04746,0,Normal,26,0.984
04746,0,Normal,27,0.976
04746,0,Normal,28,0.94
04746,0,Normal,29,0.916
04746,1,Normal,0,1.056
04746,1,Normal,1,1.052
04746,1,Normal,2,1.032
04746,1,Normal,3,1.04
04746,1,Normal,4,1.012
04746,1,Normal,5,1.036
04746,1,Normal,6,1.044
04746,1,Normal,7,0.996
04746,1,Normal,8,1.04
04746,1,Normal,9,1.036
04746,1,Normal,10,1.0
04746,1,Normal,11,1.04
04746,1,Normal,12,1.016
04746,1,Normal,13,1.024
04746,1,Normal,14,1.028
04746,1,Normal,15,0.98
04746,1,Normal,16,1.02
04746,1,Normal,17,1.048
04746,1,Normal,18,1.004
04746,1,Normal,19,1.028
04746,1,Normal,20,1.036
04746,1,Normal,21,1.02
04746,1,Normal,22,1.056
04746,1,Normal,23,1.02
04746,1,Normal,24,1.032
04746,1,Normal,25,1.084
04746,1,Normal,26,1.008
04746,1,Normal,27,1.032
04746,1,Normal,28,1.052
04746,1,Normal,29,1.02
04746,2,Normal,0,0.972
04746,2,Normal,1,0.976
04746,2,Normal,2,0.98
04746,2,Normal,3,0.984
04746,2,Normal,4,0.992
04746,2,Normal,5,0.92
04746,2,Normal,6,0.896
04746,2,Normal,7,0.88
04746,2,Normal,8,0.848
04746,2,Normal,9,0.848
04746,2,Normal,10,0.856
04746,2,Normal,11,0.844
04746,2,Normal,12,0.836
04746,2,Normal,13,0.8
04746,2,Normal,14,0.792
04746,2,Normal,15,0.84
04746,2,Normal,16,0.86
04746,2,Normal,17,0.872
04746,2,Normal,18,0.912
04746,2,Normal,19,0.512
04746,2,Normal,20,1.12
04746,2,Normal,21,0.988
04746,2,Normal,22,0.968
04746,2,Normal,23,0.984
04746,2,Normal,24,1.0
04746,2,Normal,25,1.048
04746,2,Normal,26,0.992
04746,2,Normal,27,1.004
04746,2,Normal,28,1.016
04746,2,Normal,29,1.032
04746,3,Normal,0,0.54
04746,3,Normal,1,1.112
04746,3,Normal,2,0.996
04746,3,Normal,3,0.98
04746,3,Normal,4,0.96
04746,3,Normal,5,0.948
04746,3,Normal,6,0.972
04746,3,Normal,7,0.956
04746,3,Normal,8,0.952
04746,3,Normal,9,0.944
04746,3,Normal,10,0.936
04746,3,Normal,11,0.944
04746,3,Normal,12,0.908
04746,3,Normal,13,0.92
04746,3,Normal,14,0.912
04746,3,Normal,15,0.916
04746,3,Normal,16,0.932
04746,3,Normal,17,0.904
04746,3,Normal,18,0.896
04746,3,Normal,19,0.916
04746,3,Normal,20,0.9
04746,3,Normal,21,0.916
04746,3,Normal,22,0.884
04746,3,Normal,23,0.852
04746,3,Normal,24,0.904
04746,3,Normal,25,0.892
04746,3,Normal,26,0.912
04746,3,Normal,27,0.916
04746,3,Normal,28,0.936
04746,3,Normal,29,0.98
04746,4,Normal,0,1.092
04746,4,Normal,1,1.168
04746,4,Normal,2,1.124
04746,4,Normal,3,1.132
04746,4,Normal,4,1.128
04746,4,Normal,5,1.1
04746,4,Normal,6,1.112
04746,4,Normal,7,1.136
04746,4,Normal,8,1.104
04746,4,Normal,9,1.136
04746,4,Normal,10,1.148
04746,4,Normal,11,1.124
04746,4,Normal,12,1.16
04746,4,Normal,13,1.16
04746,4,Normal,14,1.148
04746,4,Normal,15,1.104
04746,4,Normal,16,1.164
04746,4,Normal,17,1.12
04746,4,Normal,18,1.072
04746,4,Normal,19,1.108
04746,4,Normal,20,1.16
04746,4,Normal,21,1.092
04746,4,Normal,22,1.076
04746,4,Normal,23,1.128
04746,4,Normal,24,1.076
04746,4,Normal,25,1.068
04746,4,Normal,26,1.1
04746,4,Normal,27,1.04
04746,4,Normal,28,1.04
04746,4,Normal,29,1.064
04746,5,Normal,0,0.928
04746,5,Normal,1,0.94
04746,5,Normal,2,0.952
04746,5,Normal,3,0.94
04746,5,Normal,4,0.916
04746,5,Normal,5,0.928
04746,5,Normal,6,0.948
04746,5,Normal,7,0.924
04746,5,Normal,8,0.928
04746,5,Normal,9,0.94
04746,5,Normal,10,0.94
04746,5,Normal,11,0.964
04746,5,Normal,12,0.936
04746,5,Normal,13,0.928
04746,5,Normal,14,0.964
04746,5,Normal,15,0.94
04746,5,Normal,16,0.94
04746,5,Normal,17,0.952
04746,5,Normal,18,0.928
04746,5,Normal,19,0.956
04746,5,Normal,20,0.948
04746,5,Normal,21,0.948
04746,5,Normal,22,0.928
04746,5,Normal,23,0.964
04746,5,Normal,24,0.968
04746,5,Normal,25,0.94
04746,5,Normal,26,0.928
04746,5,Normal,27,0.928
04746,5,Normal,28,0.916
04746,5,Normal,29,0.908
04746,6,Normal,0,1.032
04746,6,Normal,1,1.028
04746,6,Normal,2,1.016
04746,6,Normal,3,1.056
04746,6,Normal,4,1.032
04746,6,Normal,5,1.04
04746,6,Normal,6,1.088
04746,6,Normal,7,1.04
04746,6,Normal,8,1.072
04746,6,Normal,9,1.068
04746,6,Normal,10,1.072
04746,6,Normal,11,1.092
04746,6,Normal,12,1.024
04746,6,Normal,13,1.092
04746,6,Normal,14,1.06
04746,6,Normal,15,1.076
04746,6,Normal,16,1.08
04746,6,Normal,17,1.052
04746,6,Normal,18,1.084
04746,6,Normal,19,1.044
04746,6,Normal,20,1.064
04746,6,Normal,21,1.024
04746,6,Normal,22,0.976
04746,6,Normal,23,1.008
04746,6,Normal,24,0.992
04746,6,Normal,25,1.02
04746,6,Normal,26,1.064
04746,6,Normal,27,1.012
04746,6,Normal,28,1.048
04746,6,Normal,29,1.068
04746,7,Normal,0,1.0
04746,7,Normal,1,1.052
04746,7,Normal,2,1.064
04746,7,Normal,3,1.02
04746,7,Normal,4,1.06
04746,7,Normal,5,1.056
04746,7,Normal,6,1.044
04746,7,Normal,7,1.068
04746,7,Normal,8,1.028
04746,7,Normal,9,1.048
04746,7,Normal,10,1.052
04746,7,Normal,11,0.968
04746,7,Normal,12,1.012
04746,7,Normal,13,1.036
04746,7,Normal,14,1.016
04746,7,Normal,15,1.032
04746,7,Normal,16,1.016
04746,7,Normal,17,1.04
04746,7,Normal,18,1.06
04746,7,Normal,19,0.996
04746,7,Normal,20,1.028
04746,7,Normal,21,1.044
04746,7,Normal,22,1.02
04746,7,Normal,23,1.048
04746,7,Normal,24,1.02
04746,7,Normal,25,1.072
04746,7,Normal,26,1.076
04746,7,Normal,27,1.0
04746,7,Normal,28,1.072
04746,7,Normal,29,1.056
04746,8,Normal,0,0.992
04746,8,Normal,1,0.968
